"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Toques en stickers","Visitas al perfil",Seguimientos,"Clics en el enlace"
18075981353311267,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS MAÑANA 😎😎",15,"07/25/2025 06:16",,"Historia de Instagram",,Total,627,547,5,3,0,621,,,,
17992028999674741,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 06:15",,"Historia de Instagram",,Total,641,563,2,0,1,652,1,,,
18298348702220861,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 17:05",,"Historia de Instagram",,Total,680,605,2,0,0,664,,5,,
17849092125518743,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 16:14",,"Historia de Instagram",,Total,826,683,0,0,0,775,,,,
18073262077824552,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/24/2025 16:13",,"Historia de Instagram",,Total,1444,1102,9,3,2,725,,1,,
18143684950406197,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"07/24/2025 15:02",,"Historia de Instagram",,Total,710,627,5,0,0,738,6,,,
18069938290875339,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 14:40",,"Historia de Instagram",,Total,1429,1091,4,0,0,802,,1,,45
18378134905125152,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Vereda Remolinos",14,"07/24/2025 09:06",,"Historia de Instagram",,Total,680,638,4,0,0,694,,3,,
18149593210387945,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"07/24/2025 07:06",,"Historia de Instagram",,Total,681,640,2,0,0,703,4,,,
18323484301237878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","TRANSFORMACIÓN DE TULUÁ Así avanza la",15,"07/24/2025 06:54",,"Historia de Instagram",,Total,710,658,4,0,1,692,,,,
18005179571794336,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 06:28",,"Historia de Instagram",,Total,706,661,2,0,1,770,,,,
17891756136279390,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/24/2025 06:28",,"Historia de Instagram",,Total,707,659,4,0,0,752,,1,,
18051220142392066,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Este viernes y sábado ⬇️⬇️",11,"07/24/2025 06:27",,"Historia de Instagram",,Total,705,668,2,1,0,753,,,,
18040190585648629,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/24/2025 06:26",,"Historia de Instagram",,Total,722,680,3,0,0,806,,,,1
18098844343591522,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 05:16",,"Historia de Instagram",,Total,730,686,3,0,1,862,2,,,
18070488449011290,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 05:16",,"Historia de Instagram",,Total,752,709,4,2,0,850,,1,,
17894608443142736,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/24/2025 05:16",,"Historia de Instagram",,Total,764,724,5,0,1,841,2,,,
18060540437034259,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,40,"07/24/2025 04:14",,"Historia de Instagram",,Total,799,757,9,0,3,807,,2,,
18101047663512020,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"07/24/2025 04:14",,"Historia de Instagram",,Total,834,772,8,0,0,837,,,,
17978018720886705,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Control de Piques Ilegales 🚨🚔",60,"07/24/2025 04:14",,"Historia de Instagram",,Total,937,841,13,1,3,879,,1,,
18074061826953730,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/23/2025 16:43",,"Historia de Instagram",,Total,748,704,9,0,1,759,,2,,
17858348937461569,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El BiblioBUS llegó a Tuluá 🤩📚🚐",15,"07/23/2025 15:39",,"Historia de Instagram",,Total,730,703,7,0,0,788,,1,,
18044370119304349,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos ✌🏽",11,"07/23/2025 13:42",,"Historia de Instagram",,Total,728,705,4,0,0,778,,,,
18069871625009305,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/23/2025 12:43",,"Historia de Instagram",,Total,731,709,8,0,0,790,,1,,
17910583044057895,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestra campeona 🏅 ORO EN JUEGOS DEPARTAMENTALES",40,"07/23/2025 12:43",https://instagram.com/stories/alcaldiadetulua/3683268444423081209,"Historia de Instagram",,Total,919,858,21,0,1,842,2,2,,
18015793043562444,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"07/23/2025 12:42",,"Historia de Instagram",,Total,792,756,16,1,0,785,4,2,,
18017241170740409,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aprovecha este espacio💪🏼",11,"07/23/2025 10:25",,"Historia de Instagram",,Total,925,822,7,0,0,851,,3,,
17949453308990662,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/22/2025 19:17",,"Historia de Instagram",,Total,662,638,8,0,0,702,2,1,,
18092574013634895,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 19:17",,"Historia de Instagram",,Total,689,661,9,0,0,718,,2,,
17877203133369361,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 18:27",,"Historia de Instagram",,Total,1252,996,12,1,1,674,,4,1,
18082197337848168,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/22/2025 15:55",,"Historia de Instagram",,Total,649,612,4,0,0,700,,1,,
18116937226441578,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 15:17",,"Historia de Instagram",,Total,1167,948,4,0,0,686,,,,
18070091066284547,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,34,"07/22/2025 14:48",https://instagram.com/stories/alcaldiadetulua/3682606206242594476,"Historia de Instagram",,Total,811,733,11,2,2,753,,,,
17919498108126110,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Gracias por participar 🤩",0,"07/22/2025 14:34",,"Historia de Instagram",,Total,663,621,3,0,0,727,,3,,
18141157603416433,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este fin 
de semana 😎⬇️",10,"07/22/2025 14:33",,"Historia de Instagram",,Total,699,650,8,1,0,723,8,2,,
17964406607941349,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Geraldine:  La Tulueña que brilla en La Voz Kids España 🇪🇸",57,"07/22/2025 13:12",,"Historia de Instagram",,Total,,,0,0,0,,,,,
18086713801794470,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 09:12",,"Historia de Instagram",,Total,662,604,3,0,0,725,,7,,
17916004719141253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 09:12",,"Historia de Instagram",,Total,675,613,3,0,0,733,8,,,
18357643045156084,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍Centro Día",33,"07/22/2025 09:06",,"Historia de Instagram",,Total,693,630,5,0,0,750,4,,,
18281268238259252,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 09:05",,"Historia de Instagram",,Total,721,650,3,0,0,785,2,,,
17876424501390441,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Le cumplimos a la zona rural LLEGANDO CON SISBÉN ✅",15,"07/22/2025 09:03",,"Historia de Instagram",,Total,739,664,5,0,0,789,,1,,
18077290660746532,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/22/2025 08:25",https://instagram.com/stories/alcaldiadetulua/3682413821785287441,"Historia de Instagram",,Total,1929,1402,10,0,0,816,,1,,
18323335831230721,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tarde de cine en familia ✌🏽🤩⬇️",11,"07/22/2025 07:18",,"Historia de Instagram",,Total,819,728,6,0,1,851,,1,,
18288830371267918,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,13,"07/21/2025 20:39",,"Historia de Instagram",,Total,886,786,9,0,0,943,,3,,
18088607200676188,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"07/21/2025 20:37",,"Historia de Instagram",,Total,1324,1085,12,4,2,940,,3,1,
17977913114739206,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Tuluá presente ! ¡Tuluá presente!✅🙌🏼 En los Juegos Departamentales 2025🤩",11,"07/21/2025 18:56",https://instagram.com/stories/alcaldiadetulua/3682006226947823163,"Historia de Instagram",,Total,2025,1556,18,0,2,971,,3,,
18350783137082812,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ALTA MONTAÑA✅🤩 Mejoramos las vías en zona",15,"07/21/2025 15:19",,"Historia de Instagram",,Total,866,759,6,0,1,929,,2,,
18518715517007454,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/21/2025 09:18",,"Historia de Instagram",,Total,779,756,5,1,0,890,,1,,
18057542552341182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Celebramos su día a Nuestros perritos 🤩🐶🐾",15,"07/21/2025 08:31",,"Historia de Instagram",,Total,794,763,7,0,0,902,,3,,
18119490139483045,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡No te lo pierdas!⬇️",11,"07/21/2025 07:08",,"Historia de Instagram",,Total,832,804,6,1,0,909,,1,,
18415986337102705,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 16:57",,"Historia de Instagram",,Total,759,744,4,0,0,863,2,1,,
18103973641557398,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 16:57",,"Historia de Instagram",,Total,782,763,4,0,0,903,,2,,
18070192946104462,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 16:56",,"Historia de Instagram",,Total,801,784,8,1,0,919,3,1,,
18072387940831141,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 16:17",,"Historia de Instagram",,Total,838,803,4,0,0,867,,1,,
18065250890469252,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Fines de semana de mucho trabajo! ✌🏽TOPPING EN EL PUENTE NEGRO: LISTO ✅",17,"07/20/2025 10:30",,"Historia de Instagram",,Total,2314,1820,19,4,2,879,,2,,
18379545193124206,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/18/2025 10:45",,"Historia de Instagram",,Total,643,630,2,0,0,709,1,,,
18510392035015650,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/18/2025 10:45",,"Historia de Instagram",,Total,635,625,3,0,0,685,,,,
18524775757015057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,30,"07/18/2025 13:12",,"Historia de Instagram",,Total,1051,892,1,0,0,695,18,,,4
17970407963770058,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/18/2025 15:43",,"Historia de Instagram",,Total,694,667,6,0,0,704,,1,,
18110421955518644,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@mundo89tulua  @mundo89tulua @lacarinosatulua  12:00 m",11,"07/19/2025 09:42",,"Historia de Instagram",,Total,1653,1444,8,0,0,923,,2,,10
18077921347923544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,56,"07/19/2025 09:42",,"Historia de Instagram",,Total,836,814,10,0,0,919,2,1,,
17910928860081344,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/19/2025 10:01",,"Historia de Instagram",,Total,1150,1023,6,0,0,887,,5,,
18061205636216290,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"07/20/2025 06:07",,"Historia de Instagram",,Total,2781,2124,29,0,1,1158,,6,,
18083878348853791,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Parque de la Familia Nos vemos hoy 😎✌🏽",11,"07/20/2025 06:13",,"Historia de Instagram",,Total,1006,939,11,8,0,1146,,2,,
18073721824964286,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","20 de Julio 🇨🇴",15,"07/20/2025 08:45",,"Historia de Instagram",,Total,956,903,27,1,0,1128,,1,,
18389523514187745,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"07/20/2025 09:27",,"Historia de Instagram",,Total,920,882,12,1,0,965,,,,
17881835805221719,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/07/2025 18:10",,"Historia de Instagram",,Total,617,603,6,1,0,717,4,,,
17864809575423508,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mesa Técnica de  Enfermedades Huérfanas y Ruta de Certificación de Discapacidad✅💪🏼",11,"07/08/2025 10:03",,"Historia de Instagram",,Total,655,639,5,0,0,681,,,,
18417036046101852,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Qué es? Conócelo aquí ⬇️",15,"07/08/2025 10:03",,"Historia de Instagram",,Total,595,574,4,0,0,655,,1,,
17987788340827137,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2025 10:03",,"Historia de Instagram",,Total,570,558,5,1,0,612,,,,
17954410097978185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/08/2025 10:03",,"Historia de Instagram",,Total,557,546,5,0,0,577,,,,
17906138625071957,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"07/08/2025 10:04",,"Historia de Instagram",,Total,548,534,5,2,0,568,,,,
17937618261024633,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"07/08/2025 10:04",,"Historia de Instagram",,Total,540,523,2,0,0,483,,,,
18047242982552304,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/08/2025 10:04",,"Historia de Instagram",,Total,536,,3,0,0,583,8,,,
17996939252646823,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2025 10:05",,"Historia de Instagram",,Total,522,507,2,0,0,601,,,,
18180146716325483,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Sabes qué es el CMJ?⬇️",15,"07/08/2025 10:15",,"Historia de Instagram",,Total,519,506,3,0,0,567,,,,
18052315505573805,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","PARTICIPA AHORA ⬇️😎",15,"07/08/2025 10:16",,"Historia de Instagram",,Total,509,498,3,0,0,533,,2,,
18140750581408529,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Inscríbete ahora 😎💪🏼",15,"07/08/2025 10:18",,"Historia de Instagram",,Total,506,493,3,0,0,553,,,,
18046123919541875,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/08/2025 12:36",,"Historia de Instagram",,Total,592,567,3,0,0,657,,,,
18092421496714770,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Primaria en Salud ✅💪🏼 En 📍 Zona rural",0,"07/08/2025 13:03",,"Historia de Instagram",,Total,575,565,4,0,0,626,,,,
18124264999458069,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Y DECISIÓN DE JUVENTUD 📢 Mesa de Concertación",0,"07/08/2025 13:04",,"Historia de Instagram",,Total,573,556,4,0,0,619,,1,,
18521064193002304,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2025 15:06",,"Historia de Instagram",,Total,620,599,7,0,0,647,,1,,
18047347718219994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2025 16:30",,"Historia de Instagram",,Total,626,603,5,0,0,619,,1,,
18051215717615431,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mesa de diálogo con propietarios de vehículos de tracción animal",15,"07/09/2025 08:16",,"Historia de Instagram",,Total,685,667,5,0,0,747,,3,,
18059318735200245,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/09/2025 14:00",,"Historia de Instagram",,Total,603,573,5,0,0,648,,2,,
18071285030068106,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Llegamos a la ZONA RURAL ✅😎",15,"07/09/2025 14:09",,"Historia de Instagram",,Total,565,538,4,0,0,626,,1,,
17945625962878120,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/09/2025 14:52",,"Historia de Instagram",,Total,540,517,4,0,0,593,,,,
17846847387492674,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/09/2025 14:52",,"Historia de Instagram",,Total,530,509,4,0,0,567,,,,
18056537201074592,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"07/09/2025 14:53",,"Historia de Instagram",,Total,517,494,7,1,0,546,,,,
18026753636505605,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"07/09/2025 14:53",,"Historia de Instagram",,Total,520,495,4,0,0,522,,,,
18060179909213751,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Invitación especial mañana ⬇️",11,"07/09/2025 15:54",,"Historia de Instagram",,Total,559,530,7,0,1,607,,,,
17942899956001432,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MAÑANA | 9:00 a. m.✅",11,"07/09/2025 15:56",,"Historia de Instagram",,Total,532,507,3,0,0,584,,,,
18066068132326729,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MAÑANA ⬇️⬇️⬇️",11,"07/09/2025 20:57",,"Historia de Instagram",,Total,687,662,2,0,0,758,,1,,
17902397508226390,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy⬇️⬇️⬇️",11,"07/10/2025 08:55",,"Historia de Instagram",,Total,848,803,6,0,1,918,,4,,
18150238279376515,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Con nuestro alcalde @gustavovelezr  Inspeccionando las obras en la calle 34 🤩💪",20,"07/10/2025 11:30",,"Historia de Instagram",,Total,3175,2800,17,0,1,980,5,2,,
18073956478985041,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@gustavovelezr  Socializando los proyectos que transforman Tuluá 😎",15,"07/10/2025 11:50",,"Historia de Instagram",,Total,3108,2768,14,0,1,1015,,,,
18054015647454261,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Frente a 📍I.E Gimnasio del Pacífico Continuamos con nuestras obras 🤩 @gustavovelezr",8,"07/10/2025 12:07",,"Historia de Instagram",,Total,1098,1003,15,0,0,862,,1,,
18055119467593099,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/10/2025 16:06",,"Historia de Instagram",,Total,1126,1063,10,0,0,1120,,,,
18044526236297618,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy socializando las obras de construcción, mantenimiento y conservación de zonas verdes y espacios públicos ✅😎 💙Obras que Transforman a Tuluá  #ParaSerFelices  Con líderes y comunidad de los
📍 Barrios Sajonia y Salesianos ✅",5,"07/10/2025 19:27",,"Historia de Instagram",,Total,1124,1078,8,0,0,974,,,,
17992138202665825,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","A partir de mañana comenzará a funcionar el nuevo cambio de semáforo",15,"07/10/2025 19:44",,"Historia de Instagram",,Total,2002,1578,5,0,0,1120,,,,
18013143644766840,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Reubicación de cruce semafórico 📍 Carrera 20",15,"07/10/2025 20:33",,"Historia de Instagram",,Total,1126,1061,10,0,1,1073,,1,,
18518514520027280,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/11/2025 06:20",,"Historia de Instagram",,Total,1016,967,5,0,0,1094,6,2,,
17939720658019403,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/11/2025 11:11",,"Historia de Instagram",,Total,1104,1038,7,1,0,1050,,3,,
17984923499833993,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"07/11/2025 14:15",,"Historia de Instagram",,Total,1107,1063,8,0,0,1209,3,,,
17974921496889875,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/11/2025 14:26",,"Historia de Instagram",,Total,1586,1376,15,1,0,1178,,4,,
18041626487646694,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","CORAZÓN 💙 Copa Hoy es sábado de",20,"07/12/2025 09:33",,"Historia de Instagram",,Total,1235,1091,8,0,0,1305,,2,,
18054633914457258,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Carrera 19 Jornada de Limpieza💪🏼 
  Hoy estamos en Preparándonos para la @carrerariotulua",23,"07/12/2025 11:39",,"Historia de Instagram",,Total,2468,2132,7,0,1,1181,14,1,,
17876554146264510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡En minutos iniciamos!",11,"07/12/2025 12:23",,"Historia de Instagram",,Total,1140,1039,4,4,0,1333,,3,,
17875076463380187,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos nuestro desfile con mucha danza 🤩💙",10,"07/12/2025 13:26",,"Historia de Instagram",,Total,1794,1478,7,0,0,1234,,1,1,
18132417724439101,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en nuestra gran Marcha P R I D E🏳️‍🌈🏳️‍⚧️",25,"07/12/2025 13:34",,"Historia de Instagram",,Total,1332,1184,12,3,0,1162,,,,
18122003530467475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Una tarde para marchar con Orgullo 🤩🏳️‍🌈🏳️‍⚧️",6,"07/12/2025 13:37",,"Historia de Instagram",,Total,1801,1478,10,2,1,1058,,,,
17860657095442074,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","PRIDE DAY ❤️🧡💛💚💙💜",11,"07/12/2025 13:40",,"Historia de Instagram",,Total,1169,1066,12,1,0,1295,,,,
18071963293969366,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",❤️🧡💛💚💙💜,11,"07/12/2025 14:09",,"Historia de Instagram",,Total,1193,1096,8,0,0,1373,,1,,
17909321043177257,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Personas unidas hoy  PRIDE🏳️‍🌈🏳️‍⚧️ En nuestra Marcha +100",28,"07/12/2025 15:02",,"Historia de Instagram",,Total,1459,1305,19,4,0,1300,2,2,,
18510382690045937,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/12/2025 15:37",,"Historia de Instagram",,Total,1309,1209,14,2,0,1050,,1,,
18279127735284153,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","❤️🧡💛💚💙💜 Nuestra alcaldía se iluminó de COLORES",46,"07/12/2025 16:15",,"Historia de Instagram",,Total,1458,1337,23,9,0,1414,,,,
17924413362092276,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/12/2025 16:17",,"Historia de Instagram",,Total,1275,1194,8,0,0,1348,17,2,,
17954167682975924,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"07/12/2025 16:21",,"Historia de Instagram",,Total,1293,1198,12,7,0,1350,74,3,,
17970902069868632,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Drag Faru ❤️‍🔥",24,"07/12/2025 16:34",,"Historia de Instagram",,Total,1244,1185,10,2,1,1393,,2,1,
17949597476860549,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,8,"07/12/2025 16:54",,"Historia de Instagram",,Total,1229,1191,9,0,0,1143,14,1,,
18369094231176640,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/12/2025 16:57",,"Historia de Instagram",,Total,1187,1159,2,0,0,1315,14,,,
18081118783867938,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2025 06:38",,"Historia de Instagram",,Total,1538,1442,4,0,0,1444,,4,,
18076310279493577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2025 06:45",,"Historia de Instagram",,Total,1405,1355,8,1,0,1573,36,1,,
18014828567569050,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Todos juntos corremos por la inclusión ♿️💪🏼🏁",15,"07/13/2025 08:38",,"Historia de Instagram",,Total,1260,1218,4,0,0,1377,,3,,
17845915905502758,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/13/2025 11:01",,"Historia de Instagram",,Total,2757,2132,5,0,0,1237,,1,,17
18145190056398290,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/14/2025 07:11",,"Historia de Instagram",,Total,909,835,7,0,0,930,,4,,
18076028497750210,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","SON UNA REALIDAD🤩✅ Las nuevas vías… En Tuluá,",15,"07/14/2025 07:49",,"Historia de Instagram",,Total,868,800,13,0,2,892,,,,
18054515111118558,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/14/2025 09:15",,"Historia de Instagram",,Total,796,730,7,0,0,882,2,4,,
18046250762263836,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ATENCIÓN JOVEN TULUEÑO📢",11,"07/14/2025 10:07",,"Historia de Instagram",,Total,761,714,6,0,0,839,,,,
17888723244295422,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/14/2025 10:07",,"Historia de Instagram",,Total,730,681,5,0,0,830,,,,
18513571054019193,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/14/2025 13:24",,"Historia de Instagram",,Total,751,719,8,0,0,830,3,1,,
17910239514176037,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/14/2025 14:28",,"Historia de Instagram",,Total,740,710,8,0,0,847,5,2,,
18100024843571941,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ESTE 26 y 27 de julio 😎😎😎 Nos vemos en Tuluá 🏁",32,"07/14/2025 15:25",,"Historia de Instagram",,Total,743,709,10,11,0,813,,,,
18153389383378829,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/14/2025 15:37",,"Historia de Instagram",,Total,712,690,9,0,0,774,,1,,
18071219276283964,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"07/14/2025 15:54",,"Historia de Instagram",,Total,707,682,9,0,0,740,,1,,
17858441163452290,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/14/2025 16:37",,"Historia de Instagram",,Total,716,676,4,3,1,793,,2,,
17912577471155259,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/15/2025 08:34",,"Historia de Instagram",,Total,633,591,3,0,0,656,2,1,,
18069415889104684,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/15/2025 08:34",,"Historia de Instagram",,Total,597,565,4,0,0,613,,3,,
18094434847627748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/15/2025 09:01",,"Historia de Instagram",,Total,591,568,3,0,0,606,,3,,
17892226212270357,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/15/2025 09:01",,"Historia de Instagram",,Total,583,563,2,0,0,642,,1,,
18077752330925752,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Seguimos señalizando⛔️✅ Transformando nuestras vías para los tulueños 🙌🏼",11,"07/15/2025 09:33",,"Historia de Instagram",,Total,583,561,6,0,1,661,,,,
