Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-11-25 13:33:21,teléfono,1956-07-02,male,,10,Muy feliz,En tulua tiene todos conciencia valor político debe hacer temas sociales ambientales  empresa asociativa trabajo  y además tenemos un propuesta social que sería para tulua es reiclajes domiciliarios por trwue social   por cambio de reiclajes por abonos alimentos pago servicios comunitarios cada barr,SI,Parte vivienda recuperación de puntos críticos residuos sólidos   este reiclajes damosbonoa alimentos colocamos bodegas maquinarias comunita,06:14
2024-11-25 14:56:11,teléfono,1976-09-01,male,8,8,Feliz,"Cultura vial en las vías de la ciudad. respeto al espacio peatonal, respeto por los límites de velocidad en las ciudad, mano fuerte a los extorsionistas que no permiten trabajar, no al consumo de drogas en espacio público.",SI,"Mejora de espacios públicos para esparcimiento, mejora de vías, respeto a los sentidos viales, prohibir los piques y competencias vias barri",10:08
2024-11-25 15:27:58,teléfono,1997-04-15,female,1,10,Neutral,Mas empleo y mas cursos gratis para estudiar,SI,La pabimentacion,01:19
2024-11-25 15:38:29,teléfono,1977-01-19,female,10,,Feliz,,NO,Panamericano,01:13
2024-11-25 15:38:12,teléfono,1985-08-09,female,3,4,Neutral,Mejor servicio en los hospitales y clínicas del municipio a si como mejorar la seguridad del territorio,SI,"Seguridad,   via a tres esquinas",33:18
2024-11-25 19:30:19,teléfono,1970-01-15,male,10,10,Muy Feliz,Seguridad,SI,B/victoria,01:31
2024-11-26 06:27:57,teléfono,1990-03-10,female,10,10,Muy Feliz,"La percepción de las personas sobre la situación actual de Tuluá, para que vean más lo positivo que lo negativo, a través de campañas y actividades de gran impacto,  lo malo se contagia fácil, lo bueno hay que provocarlo",SI,"Vivo en casa arrendada y he estado en varios barrios. Haría actividades de carácter ludico, como pintura, recreativo y social con los niños",05:37
2024-11-26 08:01:47,teléfono,1999-04-05,female,8,8,Feliz,"La seguridad del municipio, que hayan más parques que nos hagan sentir seguros, con juegos que funcionen",SI,"villaLiliana, sería bueno que se pavimenten las calles",04:13
2024-11-26 08:23:16,teléfono,1996-01-04,female,5,4,Un poco ansioso,Más trabajo para la mujer,SI,Más oportunidades,01:13
2024-11-26 09:16:38,teléfono,1956-02-19,male,,9,Feliz,La antigua terminal.el alcalde tiene la oportunidad de hacer una obra de transformació.y el tre urbano desde la unidad central hasta andalucia.y el cable dr la marina .,SI,Dotar y mantener los parques con maquinas.luz y seguridad.,03:30
2024-11-26 14:26:52,teléfono,1991-10-07,female,7,5,Feliz,La seguridad que garantice la estabilidad del comercio,NO,Salida sur,01:19
2024-11-26 14:28:58,teléfono,1987-01-05,female,9,9,Muy Feliz,La seguridad,SI,"El bosque, la convivencia,el respeto por el espacio de los demas",01:09
2024-11-26 15:14:04,teléfono,1987-02-28,female,9,10,Feliz,Más empleo más apoyo a los deportistas,NO,Asoagrin,01:23
2024-11-26 15:31:08,teléfono,1995-04-25,female,9,10,Muy Feliz,La seguridad,NO,En el nuevo príncipe,01:02
2024-11-26 16:18:07,teléfono,1995-12-24,female,,6,Muy ansioso,Proyectos de vivienda para los pobres,SI,Portales del rio que hubiera más control con la gente q consume sustancias,01:45
2024-11-26 19:07:16,teléfono,1964-11-25,male,10,,Feliz,"Seguridad, precios justos en servicios públicos. Sobré todo el de verla muy ladrones, son cobros excesivos",SI,"Ornato , embellecimiento y alumbrando publico",03:53
2024-11-26 19:14:54,teléfono,1963-06-13,female,10,10,Muy Feliz,Seguridad,SI,Urbanización la villa. Que se construya el muro de contención del río,03:49
2024-11-26 20:50:58,teléfono,1984-06-25,female,7,7,Feliz,Seguridad,NO,El Dorado,01:20
2024-11-26 21:31:42,teléfono,1976-02-19,female,10,9,Muy Feliz,La seguridad y el bienestar para los adolescentes pues son lo que vienen atrás y que rico dejarles una ciudad donde puedas convivir sanamente,NO,El pinar,03:22
2024-11-26 22:02:32,teléfono,1981-01-13,male,10,10,Feliz,El iva,SI,"El bosque, pavimentar la única vía que falta en la entrada entre la cárcel y el bosque",01:25
2024-11-26 22:38:44,teléfono,1984-09-18,male,7,10,Feliz,Seguridad,SI,Las vías en muy mal estado,01:02
2024-11-26 22:49:19,teléfono,1962-05-20,female,,8,Feliz,La erradicacion de los viciosos de la calle 18 entre cra.30 y 34 y 33A. Que la policia realicen con mas frecuencia las rondas en Entrerios .,SI,Entrerios. Me gustaria mas señalizacion en las calles,06:53
2024-11-26 23:09:39,teléfono,1989-12-28,female,6,7,Neutral,"Seguridad, vías mejores, espacios para la familia y mascotas",SI,Aguaclara,01:25
2024-11-26 23:25:58,teléfono,1968-04-18,female,10,10,Muy Feliz,"La gente cambia cuando reconoce su condición y no hay cambios cuando el corazón está viciado y corrompido que es lo que vemos hoy ,degradación de la sociedad atrazo y delincuencia en Tuluá",SI,"Rojas, factor inseguridad",20:54
2024-11-27 08:20:21,teléfono,1990-03-30,female,5,3,Un poco ansioso,La violencia,SI,El escandalo,01:19
2024-11-27 13:24:44,teléfono,1950-01-31,male,9,9,Feliz,mayor seguridad y más combivencia,SI,jázmin,02:16
2024-11-27 13:45:30,teléfono,1984-03-03,female,10,10,Neutral,Fortalecer las empresas,SI,La esperanza fortalecer la seguridad,01:56
2024-11-27 16:21:21,teléfono,1996-03-27,female,2,0,Temo por mi vida,,NO,Aguaclara y hay mucha delincuencias muy peligrosos  hay que poner cámaras de seguridad en los postes,01:33
2024-11-27 16:24:33,teléfono,1990-05-25,female,0,0,Temo por mi vida,,NO,"Aguaclara toda principal hay muchos marihuaneros, mirando mal robando y hurtando",00:57
2024-11-27 17:05:44,teléfono,1996-03-12,female,5,5,Neutral,Tener un trabajo estable,SI,"Victoria; seguridad, vías",00:43
2024-11-27 19:25:34,teléfono,2000-03-12,male,10,10,Neutral,Que nosotros los pequeños emprendedores nos dejen trabajar y generar empleo tengo mi local comercial por más de 15 años 2 hijos que dependen de mi establecimiento 4 familias más q son los que me colaboran pero no nos quieren dejar trabajar en don pato estoy dispuesto a mejorar lo que me digan a su d,SI,Municipal mejorar el aspecto de mi local porque los vecinos están de acuerdo porque eso es desarrollo para el barrio con el local cerrado,04:21
2024-11-27 20:17:39,teléfono,1974-06-30,female,8,10,Feliz,"La cultura ciudadana, sobretodo de los conductores",SI,"Chiminangos, las vías estan en mal estado",02:20
2024-11-27 20:47:53,teléfono,1974-07-08,male,8,7,Neutral,"La inseguridad vial, mucho mejor de edad manejando moto sin casco y haciendo maniobras peligrosas",SI,"San Pedro Claver, implementar máquinas para hacer ejercicios en el parque del amor. Controles policiales a los mariguaneros en los parques.",03:25
2024-11-27 20:51:15,teléfono,1967-01-31,male,9,8,Muy ansioso,Muy ansioso,NO,No,01:44
2024-11-27 21:22:13,teléfono,1967-07-18,female,9,8,Feliz,"La verdad es tener un trabajo digno para con lo aprendido en la universidad,o a través de tus talentos. Eso sería muy sanador para todos..",SI,"Villanueva.  Hacer actividades que favorezca a los habitantes de mi barrio, organizar el parque y  gestión para reductores de velocidad..",06:10
2024-11-27 21:39:57,teléfono,1951-01-21,male,,10,Un poco ansioso,,SI,Barrio San Pedro Clavel barrio San Pedro Clare,04:50
2024-11-27 22:04:33,teléfono,1987-03-25,female,4,5,Un poco ansioso,Segutidad,SI,"Bosques de Maracaibo, iluminación",01:34
2024-11-27 23:56:54,teléfono,1962-02-03,male,5,7,Neutral,Apoyo personal,SI,Rubén cruz,01:24
2024-11-28 00:41:07,teléfono,1994-02-10,female,8,8,Un poco ansioso,La inseguridad,SI,"Entrerios, mejoraría sus vías y la señalización",02:00
2024-11-28 00:48:38,teléfono,2021-06-26,male,7,6,Un poco ansioso,Seguridad y modernizacion,SI,"La esperanza, sea más seguro y más ayuda en infraestructura",01:20
2024-11-28 02:22:06,teléfono,1999-06-23,female,5,5,Muy ansioso,Talleres sobr salud mental y que dicten clases para aprender a leer braile,SI,Pueblo nuevo la seguridad y hacer talleres educativos y recreativos para nuestros niños y que el parque mantiene vacío por el miedo a salir,02:01
2024-11-28 03:16:58,teléfono,1965-09-30,female,10,8,Muy Feliz,"Seguridad, apoyo a los vendedores ambulantes, ayuda para organizar los recicladores, más programas para los jóvenes , en opuparlos en actividades del medio ambiente, arreglos de parques con materiales reutilizables, como llantas, con instentivo de pagos, involucrar también, a los de las carceles",SI,"Urb, el palmar, hacer uso de la biblioteca, para toda la comuna 9 y todos escrucibamente para fomentar la lectura, hacer diplomados de medio",11:56
2024-11-28 08:53:26,teléfono,1980-09-19,male,10,10,Un poco ansioso,Son varios los puntos pero me gustaría ver a mi municipio bien bonito urbanísticamente y trabajar socialmente donde todas la personas puedan emprender y así generar más empleos porque tulua es la casa de todos y merecemos vivir en paz,SI,Vivo a las afueras de tulua pero trabajaría mucho en lo social y la seguridad,18:21
2024-11-28 18:11:52,teléfono,1979-11-08,female,6,8,Neutral,,,,00:45
2024-11-28 18:12:12,teléfono,1992-08-10,male,8,10,Neutral,"Que haya más unidad, eventos y lugares para esto.",SI,"Barrio victoria, demarcación de la señal de pare en cuadras, aumentar zonas verdes para diversión.",01:58
2024-11-28 18:45:06,teléfono,1996-12-26,male,7,9,Neutral,Liberación del parque Boyacá de las personas que le hacen daño. Y poner un nuevo letrero al parque ya que aún no se a dado gestión del cambio.,NO,Santa Inés. Luminacion y más seguridad para el tema de emociones de ruido y más control policial.,02:57
2024-11-28 20:29:39,teléfono,1993-08-06,male,9,10,Muy Feliz,Concientización social y humana en clínicas del sector privado,NO,Rubén Cruz Vélez.,01:05
2024-11-28 20:49:58,teléfono,1957-03-24,male,1,10,Muy Feliz,Más seguridad,SI,Andalucia,01:17
2024-11-28 22:02:21,teléfono,1987-02-12,male,10,10,Muy Feliz,La violencia,SI,La cultura ciudadana,01:19
2024-11-28 22:51:51,teléfono,1995-05-15,female,9,9,Neutral,,SI,"Progresar, mejoraria más la seguridad y el aseo",01:05
2024-11-28 22:50:37,teléfono,1997-03-18,male,10,10,Muy Feliz,"mucho más apoyo al campesino, apoyo a los jóvenes para evitar la inseguridad",SI,Rojas y apoyar a los jóvenes con recreaciones,02:50
2024-11-28 23:01:33,teléfono,1980-01-09,male,10,10,Muy Feliz,Más semáforos. Y pintar las calles y sobre todo los policías acostados,SI,En el príncipe. Y en la carrera 26 con 39 se llenó de reciclado Rea durmiendo,02:29
2024-11-28 23:08:01,teléfono,1986-08-14,female,0,1,No soy feliz,Mejores oportunidades para trabajar y una oportunidad para salir de deudas,SI,"Santa Rita etapa dos , pavimento",01:54
2024-11-28 23:20:48,teléfono,2006-06-27,female,10,10,Feliz,En Tuluá todo está muy bien. Lo único es el tema de seguridad sin embargo comprendo que el alcalde y su equipo está trabajando en ello. Me siento satisfecha por la evolución y avances que ha tenido Tuluá,NO,"Rubén Cruz, es un barrio muy tranquilo",01:59
2024-11-28 23:56:18,teléfono,2002-11-02,female,10,9,Feliz,Mejoraría las vías públicas y q dejen trabajar a quienes lo nesecitam y ayudar a las mujeres cabeza de hogar o madres jovenes y solteras con hij@s,SI,El parque y el estadio muy están muy abandonados tanto por la comunidad como por la alcaldía,02:39
2024-11-29 00:22:00,teléfono,1977-04-05,female,,9,Un poco ansioso,Mejores oportunidad laborales,SI,La paz,01:56
2024-11-29 02:19:07,teléfono,1963-04-14,female,9,9,Neutral,Que la violencia crse para que así la gente pueda salir o trabajar para su sustento,NO,"Marandua, decirle a gente que unidos cambiamos a tulua",04:41
2024-11-29 03:01:11,teléfono,1997-06-08,male,7,,Muy Feliz,Todos,SI,Palivoniti,02:08
2024-11-29 05:50:23,teléfono,1986-03-23,male,7,8,Un poco ansioso,Más control policial vivo en una calle principal en la esperanza hay días enteros en q no pasa ni un solo policía,NO,La esperanza nada,02:46
2024-11-29 06:58:58,teléfono,1986-02-23,female,7,7,Muy ansioso,Más fuentes de empleo apoyo a los empresarios tanto grandes como pequeños para q así mismo se genere trabajo,SI,Maria clara nariño y pavimentaria sus calles,01:39
2024-11-29 08:01:36,teléfono,1994-05-22,male,10,10,Muy Feliz,Quitaria los carrerilleros y que siga combatiendo todo lo malo 💪🏼💪🏼,SI,"Aguaclara, poner mas orden y controles de guardas de transito, cambiar las luces de los postes por luces led blancas e iluminaria lo oscuro",03:31
2024-11-29 08:15:55,teléfono,1978-07-02,male,9,9,Feliz,El comercio lo tienen acabado las extorsiones y el secretario de gobierno que no deja trabajar,NO,Fatima,01:49
2024-11-29 12:03:24,teléfono,1978-03-13,female,9,7,Muy Feliz,Mi temperamento,SI,San Pedro claver,01:02
2024-11-29 17:33:50,teléfono,1952-05-01,male,10,10,Muy Feliz,Mucho trabajo social apoyando los grupos organizados de la.comunidad.y mejorar la seguridad.,SI,Vivo en el barrio villa del río. Por medio de la junta de.accion comunal fomentar el trabajo asociativa.,05:59
2024-11-29 19:03:40,teléfono,1965-12-17,female,10,7,Feliz,La inseguridad,SI,"En aguaclara, faltan más centros deportivos",03:38
2024-11-29 20:54:07,teléfono,1987-08-23,female,5,5,Un poco ansioso,Que no haya tanta violencia,SI,Panamericano,01:30
2024-11-29 21:21:42,teléfono,1967-12-17,female,10,,Muy Feliz,,SI,Llegar ASER más unidos con la comunida,01:40
2024-11-29 21:28:54,teléfono,1967-11-28,male,10,10,Feliz,Seguridad,SI,Agua clara,02:19
2024-11-29 23:53:19,teléfono,1954-11-13,female,8,10,Neutral,La seguridad y el aseo en las calles,SI,La Bastilla no debería haber negocios que hagan tanta bulla pueden ubicarse en zona industrial,03:46
2024-11-30 09:01:13,teléfono,1976-01-19,female,9,8,Feliz,,SI,"Barrio, Santa Rita del Río Creo q podría mejorarse en cuanto apariencia pavimentado las dos cuadras q faltan alrededor del polideportivo.",05:59
2024-11-30 09:19:27,teléfono,1979-08-02,female,7,8,Neutral,Ja seguridad,SI,Bolivar,00:58
2024-11-30 12:15:45,teléfono,1959-03-12,male,10,,Muy Feliz,,SI,"B/EL PRINCIPE,una campaña para haya más silencio",01:52
2024-11-30 15:15:19,teléfono,1981-03-07,male,5,2,Muy ansioso,Que no solo se preocupen por los grandes empresarios bajo la premisa que es por ellos que hay progreso en la.ciudad.  ayuden a los tenderos vendédores ambulantes . Que Tulua cree un banco para las personas que los bancos rechazan por pobres o no tener respaldo. Osea le prestan al que tiene,SI,"Fátima, en mi barrio y en todos obligaría a los presidentes de juntas a tener más acciones con su población y no solo a recibir dinero",05:29
2024-11-30 16:02:11,teléfono,1995-10-31,female,4,10,Neutral,"Las autorizaciones para los pacientes en las Eps de tulua , que en mi caso estoy esperando una endoscopia y aún no ha sido posible la autorización",NO,"Urbanización la villa , aportar y participar  en alas actividades que se hagan dentro de ella",01:51
2024-11-30 18:00:46,teléfono,1980-07-09,male,8,8,Feliz,Segurodad,SI,San Benito,00:48
2024-11-30 18:31:06,teléfono,1979-08-11,female,9,7,Neutral,Las calles que faltan por tapar huecos,SI,7 canchas esa destapada,01:22
2024-11-30 19:40:20,teléfono,1966-04-24,female,6,,Un poco ansioso,,SI,"Parques,seguros donde las familias puedan departir,calles bien asfaltadas,muchos huecos,supermercados cerca,actividades lúdicos recreativas.",02:13
2024-11-30 20:33:25,teléfono,1959-06-02,male,7,10,Muy Feliz,Seguridad,SI,Tomas uribe - rebajar el costo de los servicios publicos,07:25
2024-11-30 21:32:41,teléfono,1964-09-13,female,,,Temo por mi vida,por que estoi delicada de salud,SI,por que yo vivo en las nieves y ningun alcalde a sido capas de pavimentar por la carrera 9a oeste conser que mi niño.y yo somos personas mui,05:08
2024-12-03 16:46:35,teléfono,2005-07-08,male,8,10,Neutral,,NO,"En la quinta, más unión de vecinos",00:48
2024-12-03 17:00:44,teléfono,1995-08-31,male,3,3,Un poco ansioso,"En esencia, profundización en la materialización de los planes, programas y actuaciones referentes a la consolidación de la seguridad. También, el desarrollo de actuaciones eficaces que promuevan un medio ambiente sano y un desarrollo de infraestructura  para que Tuluá  sea tierra de oportunidades.",SI,"Fátima, malla vial y transformación del parque de la familia  para que sea un espacio que fomente la cultura, el deporte y el turismo",05:38
2024-12-03 17:29:53,teléfono,1946-11-11,female,10,9,Feliz,El Alcalde,SI,El retiro,00:57
2024-12-03 17:46:25,teléfono,1986-07-27,female,10,10,Un poco ansioso,La inseguridad y que se acaben los homicidios,SI,"Brisas de Morales, el río Morales hacerle el muro para evitar inundaciones.",02:22
2024-12-03 20:52:44,teléfono,1984-07-15,female,8,10,Feliz,Deseo tener un trabajo  estable,SI,Barrio el retiro. Pavimentación de una parte de la calle. Colocaría reductores de velocidad,01:18
2024-12-03 20:46:16,teléfono,1994-08-04,female,10,8,Neutral,"Uno de los aspectos para mejorar en Tuluá, seria la forma de entretenimiento y recreacion, pienso que hacer un bulevar del río entre la calle 26 hasta la carrera 34 sería fabuloso,  ya que también sería un generador de empleo. (Aprovechar el lote que hay entre la calle 27 y 28 para gastrobares)",SI,Aguaclara. parques deportivos donde la comunidad en general encuentren un espacio cerca de su cuadra y no tengan que desplazarse tan lejos,16:16
2024-12-03 23:04:26,teléfono,1983-08-20,female,8,8,Feliz,La inseguridad en la que estamos viviendo ya que muchos negocios tienen que cerrar y mucho robo de moto por mi barrio,SI,Portales de San Felipe,01:21
2024-12-04 00:17:28,teléfono,1985-04-01,male,8,9,Feliz,La violencia,SI,"Lomitas, pavimentación de calles",01:24
2024-12-04 06:41:53,teléfono,1982-05-16,female,5,6,Neutral,Las vías más cómodas en tulua. Más seguridad más vigilancia. Ayuda económica. Madre soltera que a veces me siento agobiada con tanta cosa y tanto gasto.,SI,Los huecos en las calles,02:09
2024-12-04 07:51:04,teléfono,1995-01-14,female,7,8,Feliz,"La seguridad, la cultural vial, la limpieza de la ciudad, las calles rotas y sobre todo la delincuencia común, los habitantes de calle, ubicarlos en otro espacio para que no andén por toda la ciudad",SI,"San Benito, La rivera  Las calles están sin pavimento, los parqueaderos en la calle no dejan transitar libremente",03:39
2024-12-04 08:01:59,teléfono,2000-02-10,female,3,4,Un poco ansioso,,,,00:35
2024-12-04 08:16:28,teléfono,1978-04-14,male,10,10,Muy Feliz,Más seguridad más policías en la calles,SI,San Pedro Claver q se termine rápido el arreglo del parque,02:15
2024-12-04 10:47:22,computer,2016-08-07,male,10,9,Neutral,la seguridad.,NO,Victoria,
2024-12-04 13:10:59,teléfono,1993-06-24,male,10,10,Muy Feliz,Más seguridad,SI,Barrio victoria mucho habitante de calle,01:15
2024-12-05 17:02:23,teléfono,1982-04-04,male,2,2,Muy ansioso,Seguridad,SI,"Senderos de Villa Liliana, seguridad en especial para los comerciantes",01:24
2024-12-05 17:42:48,teléfono,1970-02-08,male,4,6,Resignado,"Siendo una cuidad donde no hay industria y le economía depende mucho del comercio, el ataque que hemos vivido los comerciantes para ejercer sanamente nuestro trabajo. En las dos administraciones , está y la pasada hemos sido atacados de formas distintas y no hemos podido hacer una reactivacion econ.",NO,Maracaibo,07:34
2024-12-05 18:28:59,teléfono,1984-12-16,female,10,10,Muy ansioso,Que la policía entre a realizar una inspección mas profunda en los barrios de alta peligrosidad y que de verdad se prohiva el consumo de drogas en las calles o cerca a los que no consumen,SI,Urbanización San Francisco  Que la policia colabore para que lod drogadicto no consuman sustancia frante a la gente que no consumen,03:18
2024-12-05 18:23:37,teléfono,1960-03-20,male,10,10,Feliz,"Cambiar la ciudad de insegura a segura , no despilfarrar los recursos estatales. Que la honestidad se una virtud, hacer respetar las normas, multa para los ruidos, ser muy amable, que la oficina de control de precios sirvan para algo, volver a colocar el logo de Tulua en El parque",SI,"El comportamiento ciudadano, los vecinos bullosos que la autoridad los coloque en su sitio",11:14
2024-12-05 18:48:53,teléfono,1954-02-09,male,9,10,Feliz,Solidaridad,SI,Avenida Cali en tuluá,01:30
2024-12-05 19:01:21,teléfono,1986-01-14,male,8,9,Feliz,Inversión en seguridad y fomento de nuevos emprendimientos,SI,"El lago, arreglo de vías de acceso y mejoramiento de las condiciones locativas del estadio 12 de octubre",01:44
2024-12-05 19:23:58,teléfono,1984-02-03,male,1,3,Muy ansioso,Actualmente tulua no cuenta con oportunidades de trabajo ni garantía de vivir tranquilo esto no solo por la violencia si no por el estado y deterioro de las edificaciónes y sobretodo las vías. Tenemos ahora un alcalde que solo le preocupa el recaudo y exprimir los habitantes pero de estabilidad nada,SI,Las ediciones abandonadas y la vigilancia por parte de la policía que en verdad brillan por su ausencia.,04:53
2024-12-05 19:47:59,teléfono,2000-07-04,female,0,2,Temo por mi vida,"Es básico, que no hayan más madres llorando a sus hijos, que dejen de asesinar jóvenes, que la cultura y el deporte tengan inversión real, que se metan en articulación efectiva con loas instituciones educativas, que triste que tengan que hacer una encuesta para saber lo obvio no queremos más muertos",SI,"Mejoraría que los niños que vi crecer dejen de estar expuestos al microtrafico, que la cultura y el deporte llegue. Que no haya más sangre",03:04
2024-12-05 19:50:11,teléfono,1968-04-08,male,10,10,Muy Feliz,"Mejorar el apoyo al deporte y traer de nuevo el fútbol profesional a la ciudad, otro equipo así ko sea cortulua.",SI,"Urbanización maría Clara, pavimentar las calles y organizar los parques.",02:39
2024-12-05 20:29:34,teléfono,1987-09-27,female,4,6,Neutral,"Oportunidades laborales, universidades",SI,"La paz, pero el barrio vecino hace que nuestro barrio sea visto como una olla yo volvería urbanización y lo cerraría como la villa",01:58
2024-12-05 20:54:44,teléfono,1958-05-15,male,8,8,Feliz,"Seguridad , comercio , bienestar social",SI,"El bosque, seguridad convivencia social",02:32
2024-12-05 21:04:03,teléfono,1982-03-14,male,9,10,Neutral,Disminuir la delincuencia y la falta de empleo.,SI,"Villa del Lago, más seguridad",01:08
2024-12-05 21:13:58,teléfono,1971-10-29,female,7,9,Feliz,"La inseguridad , la falta progreso",NO,Alvernia,01:44
2024-12-05 21:31:13,teléfono,1990-06-08,female,7,6,Un poco ansioso,"La seguridad, da mucha ansiedad y angustia salir a la calle sin saber que pueda pasar o pensar en familiares que puedan robarlos o ser atacados",SI,"San Benito, mejoraría las calles ya que genera angustia tener que entrar a tu casa en medio de barro y tierra",02:14
2024-12-05 21:44:37,teléfono,2001-01-01,female,,5,Neutral,Empleo,,Olmos  seguridad,01:18
2024-12-05 21:53:13,teléfono,1960-06-05,male,9,,Feliz,Más tranquilidad para trabajar seguridad,SI,B/ santa rita pavimentación llll  para las calles que están en pésimo estado,04:53
2024-12-05 22:04:46,teléfono,1964-05-08,female,10,9,Neutral,La inseguridad que hay actualmente y la criminalidad en general,SI,Barrio San Antonio pondría un semáforo en la carrera 28 a con 15 por que hay alto índice de accidentalidad,05:59
2024-12-05 22:45:48,teléfono,1958-12-21,female,,10,Una ciudad muy insegura,,SI,Barrio Tomás Uribe no se personalista la junta comunal no hay deporte ni  ejercicios para la gente joven entre la calle 19 hay un polideport,06:36
2024-12-05 22:51:55,teléfono,1978-01-05,male,6,8,Neutral,Todos aportaron lo que vemos ayudar ala al caldia aci mejorar las cosas cumplir,NO,Varrio la independencia,03:56
2024-12-05 23:29:51,teléfono,1983-11-11,male,6,4,Un poco ansioso,El pie de fuerza necesitamos más seguridad muchísima más eliminar las vacunas que tienen ahogado nuestro municipio,SI,Está olvidado la parte de iluminación pública,02:45
2024-12-06 00:04:40,teléfono,1983-09-12,male,9,9,Un poco ansioso,"Mejorar la seguridad en las calles, se siente uno inseguro.",SI,"Victoria, mejoraría la seguridad",01:22
2024-12-06 00:10:37,teléfono,1972-03-30,female,8,8,Un poco ansioso,La inseguridad,SI,"Victoria, mejoraria la señalización",02:37
2024-12-06 00:18:09,teléfono,1966-07-29,female,8,8,Neutral,"La atención en varias de las entidades como movilidad, hospital etc",SI,"Príncipe, señalización y mejorar la movilidad, la calle no es parqueadero.",
2024-12-06 00:33:49,teléfono,1964-10-06,female,8,8,Feliz,"Labindolencia, falta de empoderamiento y amor por Tuluá.",SI,"Barrio Príncipe,  control de gastrobares",02:53
2024-12-06 06:35:03,teléfono,1985-02-09,male,10,10,Muy Feliz,La seguridad,NO,"San Antonio, nada",00:57
2024-12-06 06:57:40,teléfono,1990-08-04,female,5,7,Un poco ansioso,"Mas seguridad, menos persecucion a Las motos, mas lugares para compartir en familia... Q triste q este año no tendremos alumbrados para salir a distraernos con nuestras familias",SI,Santa rita del río segunda etapa,11:03
2024-12-06 07:51:33,teléfono,1982-07-04,male,8,8,Feliz,"La seguridad, se ha convertido la ciudad en foco de violencia extrosiones y no se ve por ningún lado la aval dia, el campo olvidado, comerciantes abandonados, nos e ven obras de impacto social. No se ve absolutamente nada d eprogreso",SI,Nuevo príncipe. Vias sin pavimentar,01:42
2024-12-06 08:03:37,teléfono,1983-04-15,male,8,8,Feliz,Una disposición transparente y ambiciosa de tener la navidad más emocionante de la región. NO CENTRALIZADA en 4 paredes. Somos una ciudad que todos sus parques merecen decoración. Porque no seguimos el ejemplo de otras ciudades. Eso sí que motiva el turismo y nos hace relevantes,SI,"Sajonia.  Inversión en parques en iluminación, remodelación, espacios de juegos de niños",03:05
2024-12-06 09:38:12,teléfono,1958-03-24,female,5,9,Feliz,Que lo pagado en impuestos se refleje en el desarrollo estructural de la ciudad.  Que no se roben la plata en alianzas con contratistas hampones.,SI,"Las Acacias, vigilancia constante en el lago por parte de la policía ambiental para control de tanto desadaptado y drogadicto que destruye",07:04
2024-12-06 11:48:46,teléfono,1956-02-19,male,9,,Feliz,,SI,Centro.eso me permite decirle a la administración que eleve al máximo la zona del antiguo terminal.y un cable aéreo desde la marina .,03:08
2024-12-06 12:10:47,teléfono,1988-09-07,female,10,10,Muy Feliz,Necesitamos que la escuela Simón bolivar saque a los aprendices o bachilleres a patrullar la vía al picachos y las zonas por donde las personas realizan deporte! Para poder ser más feliz y hacer deporte tranquila!,SI,Barrio Bolivar y no hay cuadrante y no hay cámaras de seguridad! Tampoco se cumple con el plan de seguridad que iban a colocar cámaras HD,02:14
2024-12-06 12:15:43,computer,1955-07-09,male,10,10,Muy Feliz,Camabiaría los Principios y Valores para desarrollar y fortalecer las relaciones hacia el Interior de la Familia,SI,Salesiano. Mejoraria el Acercamiento con los vecinos,02:06
2024-12-06 14:11:52,teléfono,1980-01-07,female,8,10,Un poco ansioso,Empleabilidad,SI,Villa de las palmas 2da etapa,02:54
2024-12-06 14:17:29,teléfono,1966-06-16,male,10,10,Muy Feliz,La marina también es tuluá  Y hace falta la construcción del parquesito con máquinas de hacer ejercicios viosaludables en la  urbanización Morante esto ayudará para el bienestar de la comunidad,SI,En la marina urbanización Morante todo lo necesario para que nuestro alcalde nos construya el parquecito en la urbanización Morante .,07:48
2024-12-06 15:28:56,teléfono,1975-08-24,female,2,5,Temo por mi vida,Cambiar el alcalde y Consejo todo lo relacionado con los políticos corruptos fuera todos estad porquerias 🤔🙄☠💀,NO,Jardin sacar la Junta comunal q mo sirve para nada,02:55
2024-12-06 15:32:09,teléfono,1958-06-30,female,10,10,Un poco ansioso,Nada,SI,Urbanización la paz más cultura,01:43
2024-12-06 15:51:35,teléfono,1970-09-12,male,10,10,Neutral,La seguridad a los hampones no se les pueden dar beneficios de ninguna indole,SI,"Victoria , cámaras de vigilancia y demarcación de vias",03:05
2024-12-06 17:58:56,teléfono,1953-05-15,male,10,10,Feliz,La inseguridad. La corrupción pan de cada dia,SI,Lusitania. Mejorar el sentido. De pertenencia,04:00
2024-12-06 18:17:15,teléfono,1988-07-06,male,10,10,Feliz,Mejorar el transporte público,SI,Vías,02:05
2024-12-06 18:30:01,teléfono,1984-09-19,female,10,10,Muy Feliz,Los avitantes de calle  y la inseguridad,NO,Trinidad un par que para los niños,04:49
