"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","CPM del anuncio (USD)","Consumo de segmentación del público coincidente (Photo Click)"
1160585559442108,100064720237286,"Alcaldía de Tuluá","🚫👶🏻La ñiñez es para soñar, no para trabajar

En el Día Mundial contra el Trabajo Infantil,  conmemoramos esta fecha con una campaña de sensibilización dirigida a comerciantes del municipio 🛍️🤝

Con el liderazgo de la @secre.bienestarsocialtulua y en articulación con el @icbfcolombiaoficial, la @personeriatulua y la @policia_infancia_adolecencia, recorrimos establecimientos invitando a decirle NO al trabajo infantil y SÍ a entornos seguros para nuestros niños, niñas y adolescentes 🙌🎒⚽

Porque protegerlos es tarea de todos #ParaSerFelices 👧🏽👦🏻","🚫👶🏻La ñiñez es para soñar, no para trabajar

En el Día Mundial contra el Trabajo Infantil,  conmemoramos esta fecha con una campaña de sensibilización dirigida a comerciantes del municipio 🛍️🤝

Con el liderazgo de la @secre.bienestarsocialtulua y en articulación con el @icbfcolombiaoficial, la @personeriatulua y la @policia_infancia_adolecencia, recorrimos establecimientos invitando a decirle NO al trabajo infantil y SÍ a entornos seguros para nuestros niños, niñas y adolescentes 🙌🎒⚽

Porque protegerlos es tarea de todos #ParaSerFelices 👧🏽👦🏻",33,"06/12/2025 15:37",mixed,https://www.facebook.com/reel/1699602690675121/,1,0,Reels,,,,,Total,1601,1491,39,29,0,10,5658.446,3.894,0,0,10,10,,,
1160567159443948,100064720237286,"Alcaldía de Tuluá","#Obras | Tuluá tendrá nuevas vías pavimentadas en sectores como la Calle 26, 34, 29A y Carrera 26B.

La Alcaldía de Tuluá, a través de la Secretaría de Hábitat e Infraestructura e INFITULUÁ, ejecutará un importante proyecto de mejoramiento vial que contempla la construcción de pavimento rígido en varios tramos críticos del municipio como Calle 26, Calle 34, Calle 29A entre carreras 19 y 20, y Carrera 26B entre calles 19 y 20. Esta intervención permitirá mejorar la movilidad, las condiciones de acceso y la calidad de vida de los habitantes, además de generar valorización urbana en estos sectores.

Lee la noticia completa: ⬇⬇⬇",,0,"06/12/2025 14:51",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03CWB1RxRtg1RTa7g4HRLuR3a6hfycnUgGyaeNNqTGf8DstN9CM8XcfMBguwbVEMpl,0,0,Enlaces,,,,,Total,3625,2667,46,37,4,5,,,,,89,49,40,,
1160566736110657,100064720237286,"Alcaldía de Tuluá","#Salud | Iniciaron las Jornadas de Aseguramiento en Salud.

Con el propósito de garantizar el acceso a la seguridad social y a los servicios de salud, la Administración Municipal, a través de la Secretaría de Salud, adelanta jornadas de aseguramiento en salud en el Centro Comercial Bicentenario Plaza, en articulación con las diferentes EPS que operan en el municipio. 

Lee la noticia completa: ⬇⬇⬇
",,0,"06/12/2025 14:50",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0zjKzgWbjNHpsSNFyWoEX3rQELiXXtiht7Cn1FpGoc3R13AnRQZsuPnsAQaskg2Hil,0,0,Enlaces,,,,,Total,1828,1353,13,10,1,2,,,,,22,3,19,,
1160508306116500,100064720237286,"Alcaldía de Tuluá","🔆 ¡Tuluá ilumina su entrada norte con 2.200 metros de alumbrado!💡

Iniciamos esta importante obra con 93 postes y 82 luminarias LED, que mejorarán la seguridad y transforma la movilidad en uno de los principales accesos a nuestro municipio. Obras #ParaSerFelices 💙💪🏼",,0,"06/12/2025 12:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid034Yv2MjhPSNaUoFzs4Q6hWpcpjaMYX71e37w5mg25j2vdCWnkj547eyXFzyCQhqR3l,0,0,Fotos,,,,,Total,4516,2997,66,52,1,13,,,,,197,39,,,158
1160282712805726,100064720237286,"Alcaldía de Tuluá","🚧✨ ¡Buenas noticias para Tuluá!

Así avanza la transformación de la entrada norte en el sector de Estambul. 👆🏻

Con obras de mejoramiento y ampliación, la @alcaldiadetulua a través de @infitulua ejecuta esta obra de tan importante acceso a nuestra ciudad que está cambiando para ofrecer más seguridad vial, fluidez y desarrollo.

💪 Una obra que impulsa la movilidad
🏗️ Modernizamos la infraestructura vial
🚗 Conectamos mejor a los tulueños

👷‍♀️ Seguimos trabajando por una Tuluá más conectada, moderna y llena de oportunidades #ParaSerFelices💙","🚧✨ ¡Buenas noticias para Tuluá!

Así avanza la transformación de la entrada norte en el sector de Estambul. 👆🏻

Con obras de mejoramiento y ampliación, la @alcaldiadetulua a través de @infitulua ejecuta esta obra de tan importante acceso a nuestra ciudad que está cambiando para ofrecer más seguridad vial, fluidez y desarrollo.

💪 Una obra que impulsa la movilidad
🏗️ Modernizamos la infraestructura vial
🚗 Conectamos mejor a los tulueños

👷‍♀️ Seguimos trabajando por una Tuluá más conectada, moderna y llena de oportunidades #ParaSerFelices💙",36,"06/12/2025 07:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1714515112490203/,0,0,Videos,,,,,Total,3496,2815,131,100,12,19,28720.867,9.422,0,0,153,153,,0,
1159782276189103,100064720237286,"Alcaldía de Tuluá","🚧 ¡Más obras para los tulueños!
La socialización de nuevos proyectos viales ya es una realidad 🗣️👷‍♂️
Calles clave como la 26, 34, 29A y la Carrera 26B serán transformadas con pavimento rígido y ya fueron socializados con líderes comunales y representantes de cada sector 💪✨
¡Obras que conectan, mejoran y nos hacen felices! 🔵✅ #ParaSerFelices","🚧 ¡Más obras para los tulueños!
La socialización de nuevos proyectos viales ya es una realidad 🗣️👷‍♂️
Calles clave como la 26, 34, 29A y la Carrera 26B serán transformadas con pavimento rígido y ya fueron socializados con líderes comunales y representantes de cada sector 💪✨
¡Obras que conectan, mejoran y nos hacen felices! 🔵✅ #ParaSerFelices",53,"06/11/2025 15:20",uploaded,https://www.facebook.com/reel/608384665429233/,1,0,Reels,,,,,Total,2649,2071,71,54,3,14,18012.886,7.379,0,0,48,48,,,
1159627456204585,100064720237286,"Alcaldía de Tuluá","#Educación | Instituto Técnico Industrial también será remodelado para los estudiantes.

Tras culminar exitosamente los trabajos en la sede educativa de Tres Esquinas, los esfuerzos ahora se concentran en esta institución, donde un equipo de operarios calificados realiza mantenimiento de goteras, reparación de paredes, aplicación de pintura y adecuación del entorno vegetal, cuya condición venía generando problemas de humedad.

Lee la noticia completa: ⬇⬇⬇
",,0,"06/11/2025 10:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RscSjxUVKQLoxJTRgJibaX7mZspbQLUazMFtVXyF58u3s6or4RYcRSm7wmWDpdQWl,0,0,Enlaces,,,,,Total,15347,12027,163,131,17,15,,,,,293,160,133,,
1159616126205718,100064720237286,"Alcaldía de Tuluá","🌿🏊🏽‍♂️🛼 ¡Restauramos la Unidad Deportiva Arturo Guevara! 

Con la gestión de la Secretaría de Desarrollo Institucional iniciamos el embellecimiento del espacio donde se encuentran el Benicio Echeverry, la piscina olímpica y la pista de patinaje.

Con labores de 🌱poda, 🧹limpieza, 🗑 recolección de residuos y mejora del ornato, ¡estamos transformando nuestros escenarios deportivos para el disfrute de todos los tulueños! 💪🏽💙 Espacios #ParaSerFelices",,0,"06/11/2025 10:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02DCByTyBzFGaQ2LoWZkX7ZzorFX96cTsMpsFESVmBx8M78XbcUK2eGSkiAhqZXzxGl,0,0,Fotos,,,,,Total,5304,3488,70,48,11,11,,,,,209,87,,,122
1159002516267079,100064720237286,"Alcaldía de Tuluá","#Obras | Más de 600 millones de pesos en obras para fortalecer la movilidad en la zona rural de Tuluá

La Secretaría de Hábitat e Infraestructura de Tuluá sostuvo una reunión con líderes de la zona rural para socializar tres importantes proyectos que marcarán un nuevo avance en la infraestructura vial del municipio en la zona rural. 

Lee la noticia completa: ⬇⬇⬇
",,0,"06/10/2025 15:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0S8FFUMFPZXULUe4qTWkL7tyHW8JzXa9WbjguTSj3ZDrGHkkinjkBJhMpDFwpajPHl,0,0,Enlaces,,,,,Total,3975,2738,47,38,3,6,,,,,63,22,41,,
1159002226267108,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía de Tuluá realiza caracterización de vendedores ambulantes en calle Sarmiento.

La Administración Municipal, a través de la Secretaría de Gobierno, realizó una jornada de caracterización de los vendedores informales ubicados en la calle Sarmiento, con el objetivo de conocer sus condiciones y avanzar en el proceso de recuperación del espacio público de manera ordenada y respetuosa.

Lee la noticia completa: ⬇⬇⬇
",,0,"06/10/2025 15:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02GntdSW8QCXdbcar6Nv9Ehi5TAZt4Mz3rdsviZLHzL5YxRist3SgMQuN1j3NFkDs2l,0,0,Enlaces,,,,,Total,6794,4795,100,79,12,9,,,,,242,165,77,,
1158970659603598,100064720237286,"Alcaldía de Tuluá","🚧 ¡Nariño empieza a transformarse! 🚜✨

Con 600 metros lineales iniciamos el levantamiento de fresado en la calle principal de este corregimiento. 💪🏽
Después de años de espera, ¡por fin comienza el cambio que tanto pedía la comunidad! 🙌🏽
Muy pronto tendrán una vía pavimentada, segura y digna para transitar, desde la entrada principal hasta la Institución Educativa Jovita Santacoloma. 🛣️🏫

Esto apenas comienza… ¡el progreso no se detiene! 🚀 #ParaSerFelices","🚧 ¡Nariño empieza a transformarse! 🚜✨

Con 600 metros lineales iniciamos el levantamiento de fresado en la calle principal de este corregimiento. 💪🏽
Después de años de espera, ¡por fin comienza el cambio que tanto pedía la comunidad! 🙌🏽
Muy pronto tendrán una vía pavimentada, segura y digna para transitar, desde la entrada principal hasta la Institución Educativa Jovita Santacoloma. 🛣️🏫

Esto apenas comienza… ¡el progreso no se detiene! 🚀 #ParaSerFelices",46,"06/10/2025 14:20",N/A,https://www.facebook.com/reel/1447368829729016/,1,0,Reels,,,,,Total,4123,2741,173,138,12,23,41199.469,11.06,0,0,137,137,,,
1158854099615254,100064720237286,"Alcaldía de Tuluá","#Obras | Obras en la vía Nariño marcan el inicio de una transformación vial en el corregimiento.

Con el fresado o levantamiento de 600 metros lineales de capa asfáltica, desde la entrada por la vía a Riofrío hasta la Institución Educativa Jovita Santa Coloma, iniciaron las obras de mejoramiento en la antigua vía Nariño. Esta intervención busca transformar la movilidad del corregimiento y garantizar una vía en óptimas condiciones para la comunidad.

Lee la noticia completa: ⬇⬇⬇",,0,"06/10/2025 10:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02VHwHt1p9eMrQh1gF56w446Y3pW65h9Jc2cpXCtsVLGYFpTknBMgMhN13cuE8AXeDl,0,0,Enlaces,,,,,Total,5140,3913,58,48,2,8,,,,,46,24,22,,
1158819976285333,100064720237286,"Alcaldía de Tuluá","🔊Con obras en zona rural mejoraremos la calidad de vida de 700 familias🌿🚜

Socializamos importantes proyectos con nuestros campesinos y líderes de la zona rural alta y media de Tuluá, en sectores como El Diamante, El Brasil y San Lorenzo. 🤝🏽
Gracias a estas obras y corredores viales, muchas veredas y corregimientos que por años esperaban soluciones, hoy ven avances reales y esperanzadores. 🛣️✨
¡El campo florece y Tuluá progresa! 🌱🚀 #ParaSerFelices","🔊Con obras en zona rural mejoraremos la calidad de vida de 700 familias🌿🚜

Socializamos importantes proyectos con nuestros campesinos y líderes de la zona rural alta y media de Tuluá, en sectores como El Diamante, El Brasil y San Lorenzo. 🤝🏽
Gracias a estas obras y corredores viales, muchas veredas y corregimientos que por años esperaban soluciones, hoy ven avances reales y esperanzadores. 🛣️✨
¡El campo florece y Tuluá progresa! 🌱🚀 #ParaSerFelices",49,"06/10/2025 09:32",N/A,https://www.facebook.com/reel/2125226434627568/,1,0,Reels,,,,,Total,2161,1567,67,53,1,13,9092.724,4.525,0,0,22,22,,,
1158716849628979,100064720237286,"Alcaldía de Tuluá","#Seguridad | Autoridades informan medidas de seguridad para la semana.

La Administración Municipal de Tuluá, tras una reunión de seguimiento con las autoridades locales, anunció nuevas medidas de seguridad con el fin de preservar el orden público y garantizar la tranquilidad de los ciudadanos. Estas disposiciones fueron establecidas mediante el Decreto No. 200.59.3.397 , el cual entra en vigencia a partir de hoy, lunes 9 de junio, y se extenderá hasta el viernes 13 de junio de 2025.
 
Lee la noticia completa: ⬇⬇⬇
",,0,"06/10/2025 06:49",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0uWNxnJxv537yxVRxNPtDDXZdArVwiVXnmZMwxzwhcEieDRvhmWCZshuYnmsKPeAdl,0,0,Enlaces,,,,,Total,4571,3117,34,25,0,9,,,,,366,23,343,,
1158709592963038,100064720237286,"Alcaldía de Tuluá","🎭 ¿Ya conoces el recorrido del Carnaval del Pueblo? 😎

Este 19 de junio más de 1.200 artistas llenarán las calles de color, música y tradición con el Carnaval del Pueblo, el gran desfile de comparsas que abre la Feria de Tuluá 2025 🎉

🚴‍♂️ Desfile, comparsas, bandas marciales y una muestra de bicicletas antiguas te esperan en un recorrido lleno de alegría e identidad tulueña.

📍 Desde la Transversal 12 hasta la Plaza Cívica Boyacá
🕓 Desde las 4:00 p.m.

👉 Desliza y descubre cuál será el recorrido y todo lo que te espera en esta fiesta cultural que nos une como tulueños. #ParaSerFelices #HayQueSentirla 💪🏼💙",,0,"06/10/2025 06:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02GGXg9h2rSC4EJTfqyWgjF6f1gS63pyS3Q1fvb4zgDiR2JMRkbAEHDdVcJi6qyo4Sl,0,0,Fotos,,,,,Total,25875,14862,228,133,13,82,,,,,1291,471,1,,819
1158079343026063,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Alcalde Gustavo Vélez entregó insumos agrícolas al resguardo indígena Dachi Vedea.

En cumplimiento de los compromisos asumidos con las comunidades indígenas, la Administración Municipal de Tuluá realizó la primera entrega de insumos agrícolas del año 2025 al resguardo Dachi Vedea, reafirmando su compromiso con el desarrollo rural y el fortalecimiento de la identidad cultural en el municipio.

Lee la noticia completa:⬇⬇⬇
",,0,"06/09/2025 10:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0QFoNusA5rChBbe2nysux8smcxPyKvMVPp8nVQgfGaqYapSiaSNfcP98wob7vigY9l,0,0,Enlaces,,,,,Total,3925,2584,55,40,6,9,,,,,45,15,30,,
1158077463026251,100064720237286,"Alcaldía de Tuluá","#Educación | Alcaldía inicia mejoramiento de infraestructura de Instituciones Educativas.

Con el fin de avanzar en la recuperación de la infraestructura de las Instituciones Educativas del municipio, la Secretaría de Educación Municipal dio inicio al plan de mejoramiento con trabajos de electricidad, división de aulas en cielo falso y pintura, en la sede central de la Institución Educativa Julio César Zuluaga, todo esto, atendiendo a las solicitudes de la rectora y mejorando significativamente los espacios de aprendizaje

Lee la noticia completa:⬇⬇⬇
",,0,"06/09/2025 10:11",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RYPdNHe9vhfAE8YV2Dmrm6CFLJogznfxdquuRBx2us5u44iuugSvudZV7SjuHH7Pl,0,0,Enlaces,,,,,Total,5640,3827,80,69,2,9,,,,,63,27,36,,
1158074189693245,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Centro Día “Para Ser Felices” coronó a su Reina del Adulto Mayor 2025.

En un ambiente lleno de alegría, colorido y emotividad, el Centro Día “Para Ser Felices” celebró con éxito la elección y coronación de su Reina del Adulto Mayor, quien representará a esta institución en el próximo Reinado Municipal del Adulto Mayor.
 
Lee la noticia completa: ⬇⬇⬇
",,0,"06/09/2025 10:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02o1GxVGxxygs8hqypv9zv6Ue5Kcy7FpEEynTrnjvSEukXuFKkLRj4cQvJa17Cew5dl,0,0,Enlaces,,,,,Total,5847,4655,45,37,1,7,,,,,168,29,139,,
1157949316372399,100064720237286,"Alcaldía de Tuluá","¡Tenemos reina en nuestro CentroDía #ParaSerFelices! 👑 🎉

Nuestros adultos mayores vivieron un día inolvidable en este espacio lleno de actividades artísticas y culturales con  la emotiva elección y coronación de la nueva reina de este CentroDía, creado para el bienestar y alegría de esta población. ¡Un día lleno de diversión, sonrisas y unión! 💙💪🏼✨","¡Tenemos reina en nuestro CentroDía #ParaSerFelices! 👑 🎉

Nuestros adultos mayores vivieron un día inolvidable en este espacio lleno de actividades artísticas y culturales con  la emotiva elección y coronación de la nueva reina de este CentroDía, creado para el bienestar y alegría de esta población. ¡Un día lleno de diversión, sonrisas y unión! 💙💪🏼✨",60,"06/09/2025 07:04",N/A,https://www.facebook.com/reel/4017997728415299/,1,0,Reels,,,,,Total,2610,1679,146,57,1,88,14672.482,6.06,0,0,15,15,,,
1157310773102920,100064720237286,"Alcaldía de Tuluá","🎙️ElPodcastdeVélez | Episodio 19. Tuluá no se detiene: fuerza y resiliencia.

En este episodio, el alcalde Gustavo Vélez habla sobre la resiliencia de los tulueños frente a las situaciones y las acciones de seguridad que se han implementado para proteger a la ciudadanía. Además, se destacan las nuevas obras de infraestructura que mejorarán la movilidad en Tuluá y el compromiso con la realización de la Feria de Tuluá, una tradición familiar que continúa con más fuerza que nunca.","🎙️ElPodcastdeVélez | Episodio 19. Tuluá no se detiene: fuerza y resiliencia.

En este episodio, el alcalde Gustavo Vélez habla sobre la resiliencia de los tulueños frente a las situaciones y las acciones de seguridad que se han implementado para proteger a la ciudadanía. Además, se destacan las nuevas obras de infraestructura que mejorarán la movilidad en Tuluá y el compromiso con la realización de la Feria de Tuluá, una tradición familiar que continúa con más fuerza que nunca.",1260,"06/08/2025 10:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/9805252596260946/,1,0,Videos,,,,,Total,4690,4142,249,157,19,73,130840.415,30.392,0,0,233,233,,0,
1156673523166645,100064720237286,"Alcaldía de Tuluá","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅",62,"06/07/2025 15:57",N/A,https://www.facebook.com/reel/1131170978817013/,1,0,Reels,,,,,Total,3349,2243,64,53,1,10,21707.37,6.973,0,0,27,27,,,
1156477153186282,100064720237286,"Alcaldía de Tuluá","#Cultura | 1.200 artistas abrirán la Feria de Tuluá con las comparsas Carnaval del Pueblo.

Más de 1.200 artistas en escena llenarán las calles de Tuluá de color, música y alegría este jueves 19 de junio, en el desfile de Comparsas “ Carnaval del Pueblo” , evento que estará en el marco de la Feria en su versión 67ª de Tuluá.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"06/07/2025 09:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02uLsoaDmG2qPJxMm9ZnmEjxZfnbTrbELf2thM2Qe9iHG9F2hwRRUAmVTZc8JRhuhrl,0,0,Enlaces,,,,,Total,45135,33700,366,260,55,51,,,,,2224,1264,960,,
1156476373186360,100064720237286,"Alcaldía de Tuluá","#Educación | Comedor digno para la Institución Educativa Marino Dávalos.

Con el propósito de garantizar que los estudiantes de la sede Marino Dávalos de la Institución Educativa Moderna reciban sus alimentos en condiciones dignas, la Alcaldía de Tuluá, en cabeza del alcalde Gustavo Vélez Román, actuó de manera inmediata y, a través de la Secretaría de Educación liderada por Robert Posada, entregó dotación de comedor escolar.

Lee la noticiaia completa:⬇️⬇️⬇️
",,0,"06/07/2025 09:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cDipgrPAYvN2EaAKrT5EYBHaQh9c8taLmEx6aj2rs8HvdXpHFWcGtnP3ubocdrYnl,0,0,Enlaces,,,,,Total,5164,3345,72,59,6,7,,,,,71,39,32,,
1156392456528085,100064720237286,"Alcaldía de Tuluá","🌾 ¡Entregamos insumos agrícolas a nuestros pueblos indígenas! 🤝

Le entregamos al resguardo Dachi Vedea insumos tales como: guadañas, motosierras, abonos y más 🛠️🌱
Apoyamos sus cultivos de plátano, café, naranja y otros productos propios del territorio 🍌☕🍊

💙💪🏼Con hechos, Tuluá construye bienestar para todos. #ParaSerFelices","🌾 ¡Entregamos insumos agrícolas a nuestros pueblos indígenas! 🤝

Le entregamos al resguardo Dachi Vedea insumos tales como: guadañas, motosierras, abonos y más 🛠️🌱
Apoyamos sus cultivos de plátano, café, naranja y otros productos propios del territorio 🍌☕🍊

💙💪🏼Con hechos, Tuluá construye bienestar para todos. #ParaSerFelices",52,"06/07/2025 07:08",N/A,https://www.facebook.com/reel/1514210183071302/,1,0,Reels,,,,,Total,2599,1923,66,51,1,14,9658.692,3.958,0,0,20,20,,,
1155890739911590,100064720237286,"Alcaldía de Tuluá","🔴 Autoridades toman medidas especiales para el fin de semana 🔴

Con el objetivo de proteger la vida, mantener el orden público y responder a las recomendaciones de la comunidad y la Fuerza Pública, desde este viernes 6 de junio entran en vigor nuevas medidas de seguridad en el marco de la Operación Tuluá.

📌 Toque de queda para menores entre 8:00 p.m. y 5:00 a.m.
📌 Restricción de motos entre 11:00 p.m. y 5:00 a.m.
📌 Prohibida la venta de gasolina en recipientes las 24 horas
📌 Se ajustan cierres viales en zonas clave como el Palacio de Justicia, Fiscalía, CAM y Cárcel Municipal.

⚠️ Estas medidas regirán hasta el lunes 9 de junio a las 5:00 a.m. y buscan preservar la tranquilidad durante el fin de semana.

👉 Domiciliarios y personal exento deberán portar su respectiva acreditación.

🚨 ¡Tu colaboración es clave! Sigamos construyendo juntos un Tuluá más seguro y en paz",,0,"06/06/2025 15:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02yK6KPv2NiFnPMipUJgAN3BjgAfAiXwh2WZHiFLBEQfb18PmYBzH528VZ3Ww6f76zl,0,0,Fotos,,,,,Total,9484,5919,79,55,10,14,,,,,581,235,,,346
1155890463244951,100064720237286,"Alcaldía de Tuluá","#Seguridad | Autoridades toman medidas especiales de seguridad para el fin de semana.

En atención a las solicitudes de la Fuerza Pública en el marco de la “Operación Tuluá” y a las sugerencias de la comunidad, se adoptan nuevas medidas de seguridad con el fin de garantizar la tranquilidad y el orden público durante el fin de semana. Estas disposiciones comenzarán a regir desde el viernes 6 de junio y se extenderán hasta las 5:00 a.m. del lunes, 9 de junio de 2025.

Lee la noticia completa: ⬇⬇⬇
",,0,"06/06/2025 15:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0c9u6rXKxDdoo22gdUxJgWRs622LuoxExy7D7g5V3uHwg4CsNURTsBqwmqSL3UWmLl,0,0,Enlaces,,,,,Total,3217,2041,12,11,0,1,,,,,120,6,114,,
1155890306578300,100064720237286,"Alcaldía de Tuluá","🔴 Autoridades toman medidas especiales para el fin de semana 🔴

Con el objetivo de proteger la vida, mantener el orden público y responder a las recomendaciones de la comunidad y la Fuerza Pública, desde este viernes 6 de junio entran en vigor nuevas medidas de seguridad en el marco de la Operación Tuluá.

📌 Toque de queda para menores entre 8:00 p.m. y 5:00 a.m.
📌 Restricción de motos entre 11:00 p.m. y 5:00 a.m.
📌 Prohibida la venta de gasolina en recipientes las 24 horas
📌 Se ajustan cierres viales en zonas clave como el Palacio de Justicia, Fiscalía, CAM y Cárcel Municipal.

⚠️ Estas medidas regirán hasta el lunes 9 de junio a las 5:00 a.m. y buscan preservar la tranquilidad durante el fin de semana.

👉 Domiciliarios y personal exento deberán portar su respectiva acreditación.

🚨 ¡Tu colaboración es clave! Sigamos construyendo juntos un Tuluá más seguro y en paz.","🔴 Autoridades toman medidas especiales para el fin de semana 🔴

Con el objetivo de proteger la vida, mantener el orden público y responder a las recomendaciones de la comunidad y la Fuerza Pública, desde este viernes 6 de junio entran en vigor nuevas medidas de seguridad en el marco de la Operación Tuluá.

📌 Toque de queda para menores entre 8:00 p.m. y 5:00 a.m.
📌 Restricción de motos entre 11:00 p.m. y 5:00 a.m.
📌 Prohibida la venta de gasolina en recipientes las 24 horas
📌 Se ajustan cierres viales en zonas clave como el Palacio de Justicia, Fiscalía, CAM y Cárcel Municipal.

⚠️ Estas medidas regirán hasta el lunes 9 de junio a las 5:00 a.m. y buscan preservar la tranquilidad durante el fin de semana.

👉 Domiciliarios y personal exento deberán portar su respectiva acreditación.

🚨 ¡Tu colaboración es clave! Sigamos construyendo juntos un Tuluá más seguro y en paz.",89,"06/06/2025 15:33",uploaded,https://www.facebook.com/reel/1234211141739953/,1,0,Reels,,,,,Total,11049,6987,310,223,20,67,202445.813,20.208,0,0,439,437,2,,
1155869123247085,100064720237286,"Alcaldía de Tuluá","#Salud | Secretaría de Salud invita a actualización de encuesta Sisbén.

La Administración Municipal, informa a la ciudadanía que, en cumplimiento del Decreto 616 de 2022, es obligatorio actualizar la encuesta del SISBÉN. Esta actualización es fundamental para continuar perteneciendo al régimen subsidiado de salud. De no hacerlo, los usuarios corren el riesgo de ser desafiliados del sistema de seguridad social en el municipio.

Lee la noticia completa: ⬇⬇⬇
",,0,"06/06/2025 14:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0taeYSbdoK5GDKaDXQzozhrP8JePDR62C6cdRi1wASCSQTJzgdNaXT5i28hpqSVUel,0,0,Enlaces,,,,,Total,3327,2282,23,10,11,2,,,,,98,38,60,,
1155856773248320,100064720237286,"Alcaldía de Tuluá","#SEDAMA | Tuluá celebra el Día del Medio Ambiente con jornada de Sembratón.

Durante la jornada se sembraron más de 20 árboles de especies ornamentales como guayacán lila, guayacán amarillo, gualanday, entre otras, con el objetivo de embellecer el espacio y fomentar la conciencia ambiental en la ciudadanía. Esta intervención busca no solo reverdecer una zona estratégica del municipio, sino también fortalecer el vínculo entre comunidad y medio ambiente, promoviendo acciones sostenibles desde el territorio.

Lee la noticia completa:⬇⬇⬇
",,0,"06/06/2025 14:12",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0jyT15SP5aFgqEQgHC3DcodLHKpir5MLSrkwN2PCt8ZTJC8F6yumYzVrEikXvqqRjl,0,0,Enlaces,,,,,Total,3444,2357,45,38,1,6,,,,,20,9,11,,
1155842786583052,100064720237286,"Alcaldía de Tuluá","#Educación | Alcaldía de Tuluá escucha y atiende solicitudes de estudiantes de Univalle.

Durante el encuentro, el funcionario destacó que la administración viene adelantando un proyecto conjunto con las centrales de transporte de Tuluá para implementar rutas de transporte eléctrico que beneficien principalmente a los estudiantes y usuarios de la terminal, dado que muchos jóvenes se desplazan desde municipios cercanos.

Lee la noticia completa: ⬇⬇⬇
",,0,"06/06/2025 13:39",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0HWVzKhwbW5oM41yyaEbJC6RGtPGoKkN1DP2SS4YUB9S688vSYPhhLxzJGqoFnR4Zl,0,0,Enlaces,,,,,Total,5418,3482,65,52,3,10,,,,,83,46,37,,
